age,monthly_income,debt_ratio,credit_utilization,transaction_count_30d,avg_transaction_amount,employment_type,education_level,region,device_type,last_payment_delay_days,internal_score_v2,target
44.1,39441.08,0.49,0.269,48,141.43,full_time,bachelor,suburban,mobile,6.4,595.8,0
50.5,56125.89,0.572,0.49,49,80.56,unemployed,high_school,urban,mobile,0.37,511.3,0
50.1,55656.99,0.452,0.723,46,43.51,full_time,master,urban,mobile,0.07,483.7,0
58.7,40641.65,0.235,0.464,44,115.76,full_time,high_school,urban,mobile,3.8,575.8,0
36.1,29442.73,0.456,0.346,47,74.83,full_time,bachelor,urban,desktop,8.81,547.3,0
47.3,46800.99,0.08,0.152,52,133.15,full_time,high_school,urban,mobile,0.25,654.2,0
37.8,50192.14,0.261,0.534,37,64.46,contract,bachelor,urban,mobile,0.56,611.1,0
47.1,23644.47,0.485,0.428,39,76.1,full_time,high_school,suburban,mobile,0.26,549.1,0
34.2,41067.25,0.248,0.56,42,60.75,contract,high_school,suburban,mobile,3.24,573.6,0
49.1,32650.64,0.131,0.476,41,51.56,self_employed,high_school,urban,mobile,1.11,625.4,0
50.3,50263.47,0.332,0.538,45,94.48,full_time,bachelor,urban,mobile,1.56,557.3,0
51.7,29454.94,0.215,0.553,44,98.27,full_time,bachelor,urban,mobile,0.67,610.9,1
48.2,90609.33,0.209,0.308,38,119.68,full_time,phd,rural,desktop,1.56,630.9,0
50.5,37878.06,0.469,0.517,48,111.12,full_time,master,urban,mobile,1.29,544.5,0
37.4,41975.06,0.095,0.22,41,105.88,full_time,high_school,urban,desktop,0.15,655.3,0
63.6,50455.69,0.409,0.783,44,23.5,full_time,master,urban,mobile,2.49,482.7,0
47.7,37989.39,0.218,0.604,36,83.04,self_employed,bachelor,urban,desktop,7.42,555.5,0
61.6,18654.08,0.157,0.276,52,49.49,self_employed,high_school,rural,mobile,3.46,633.8,0
58.1,56512.72,0.567,0.098,40,51.85,contract,high_school,urban,mobile,0.32,566.8,0
28.9,74921.58,0.382,0.391,48,110.89,contract,high_school,urban,mobile,0.21,570.3,0
55.5,28117.39,0.249,0.482,42,83.68,full_time,bachelor,urban,mobile,0.24,576.9,0
31.1,37324.8,0.362,0.246,50,102.15,full_time,high_school,urban,tablet,0.95,593.6,0
62.9,43581.38,0.434,0.527,51,76.24,full_time,high_school,urban,desktop,0.41,537.2,0
45.0,42598.61,0.112,0.372,55,126.91,full_time,high_school,rural,tablet,0.64,648.6,0
64.3,57314.52,0.24,0.472,43,100.26,full_time,phd,suburban,desktop,0.48,561.4,0
41.6,29729.14,0.248,0.476,37,97.68,full_time,master,suburban,tablet,0.51,630.6,0
41.5,31683.46,0.393,0.284,32,113.27,full_time,high_school,rural,mobile,5.5,589.4,0
34.2,47951.94,0.42,0.086,32,71.69,self_employed,bachelor,rural,desktop,0.14,628.2,0
39.6,30928.89,0.563,0.0,41,124.44,full_time,bachelor,rural,mobile,2.78,583.8,0
46.1,21504.19,0.244,0.065,30,20.36,full_time,high_school,rural,desktop,3.81,638.4,0
26.2,24601.77,0.331,0.478,51,158.54,full_time,master,urban,desktop,3.53,583.7,0
27.9,35758.91,0.808,0.829,56,100.68,self_employed,phd,suburban,tablet,0.96,392.4,1
52.4,28784.89,0.159,0.627,35,51.47,contract,bachelor,suburban,mobile,2.93,614.6,0
55.1,22116.24,0.074,0.237,39,48.26,unemployed,master,urban,mobile,3.38,686.6,0
42.7,34516.29,0.38,0.0,33,99.27,unemployed,bachelor,urban,desktop,1.71,640.0,0
42.1,64195.97,0.405,0.188,42,145.5,full_time,master,urban,mobile,0.26,589.3,0
46.2,32836.08,0.335,0.379,49,107.54,contract,high_school,urban,mobile,2.44,594.7,0
33.9,30788.34,0.451,0.187,45,106.0,contract,high_school,urban,mobile,3.06,559.4,0
57.7,65567.58,0.313,0.475,47,90.07,unemployed,bachelor,urban,mobile,1.3,592.8,0
58.8,80718.56,0.286,0.344,42,141.75,full_time,master,suburban,tablet,0.1,648.0,0
37.1,58897.83,0.185,0.388,34,110.97,full_time,high_school,rural,desktop,0.33,639.4,0
43.8,28960.01,0.367,0.268,35,137.55,unemployed,bachelor,urban,desktop,2.2,570.1,0
44.5,58678.81,0.35,0.377,45,91.91,contract,high_school,suburban,desktop,0.65,633.9,0
21.6,17593.65,0.556,0.481,46,112.39,self_employed,bachelor,urban,mobile,1.08,513.8,0
53.4,31932.32,0.713,0.298,47,81.45,full_time,master,rural,mobile,2.33,544.8,0
27.1,25864.95,0.35,0.537,71,108.01,self_employed,high_school,suburban,mobile,32.75,471.7,1
34.1,26168.75,0.279,0.0,44,132.48,self_employed,master,urban,desktop,0.77,689.6,1
44.9,20557.08,0.403,0.402,37,158.28,full_time,master,rural,desktop,2.68,570.8,0
51.7,25880.64,0.406,0.842,80,129.8,self_employed,high_school,urban,mobile,0.43,490.5,1
45.6,48737.4,0.401,0.401,47,144.61,full_time,bachelor,urban,mobile,0.44,570.0,0
60.1,59721.84,0.345,0.159,43,110.15,contract,high_school,rural,desktop,5.7,605.5,0
42.8,54498.58,0.516,0.389,47,114.87,full_time,bachelor,urban,mobile,0.62,543.1,0
66.2,43218.36,0.275,0.316,43,55.22,unemployed,master,suburban,desktop,2.79,629.6,0
37.1,51879.84,0.151,0.427,41,70.15,contract,high_school,suburban,desktop,2.25,616.2,0
28.7,48359.23,0.17,0.13,45,97.57,full_time,high_school,suburban,mobile,1.7,656.9,0
44.8,57731.51,0.665,0.438,43,56.84,self_employed,bachelor,suburban,mobile,4.17,504.0,0
55.1,36064.36,0.446,0.648,48,80.4,self_employed,bachelor,urban,mobile,1.41,554.1,0
52.5,20901.16,0.855,1.0,64,82.12,self_employed,master,suburban,mobile,1.19,373.2,1
44.2,55214.53,0.461,0.475,40,83.65,full_time,master,suburban,desktop,2.62,542.9,0
42.2,42022.71,0.065,0.667,34,34.72,self_employed,high_school,urban,mobile,0.29,598.5,0
42.5,33288.97,0.328,0.328,42,90.02,full_time,bachelor,urban,mobile,3.9,586.7,0
65.9,29735.37,0.346,0.209,38,32.4,full_time,bachelor,urban,desktop,3.11,612.2,0
56.1,37339.52,0.231,0.277,44,154.2,full_time,phd,rural,mobile,0.47,609.5,0
51.8,30573.59,0.445,0.789,45,67.67,contract,bachelor,urban,mobile,2.13,498.7,0
56.1,85542.57,0.0,0.259,42,130.55,self_employed,master,suburban,mobile,4.46,648.6,0
58.0,41422.07,0.307,0.529,44,110.38,full_time,bachelor,rural,mobile,0.35,608.5,0
50.9,31179.95,0.496,0.238,44,66.42,unemployed,high_school,urban,desktop,0.04,598.9,0
42.0,51913.03,0.308,0.584,28,99.82,contract,bachelor,urban,mobile,0.99,607.7,0
54.4,48892.85,0.233,0.541,53,66.89,full_time,high_school,rural,mobile,0.95,572.5,0
51.1,39070.61,0.551,0.371,32,86.55,full_time,master,suburban,desktop,3.63,546.7,0
50.6,37624.29,0.418,0.232,45,38.08,full_time,bachelor,urban,mobile,2.29,615.9,0
49.6,67511.64,0.177,0.35,30,105.74,full_time,master,urban,mobile,0.25,609.1,0
65.2,78363.62,0.258,0.544,41,53.56,full_time,bachelor,rural,desktop,1.09,592.2,0
53.6,39166.07,0.241,0.0,36,129.35,unemployed,phd,rural,desktop,0.17,650.9,0
45.1,26390.67,0.331,0.488,44,88.94,unemployed,bachelor,urban,desktop,0.31,590.9,0
41.9,26105.08,0.622,0.221,32,105.81,contract,bachelor,urban,mobile,1.68,581.8,0
51.2,24528.16,0.343,0.148,45,167.65,self_employed,bachelor,urban,mobile,0.28,651.9,0
53.7,52019.03,0.332,0.452,41,97.81,self_employed,high_school,urban,mobile,3.82,590.3,0
43.5,60272.2,0.101,0.358,51,97.16,full_time,bachelor,urban,mobile,3.62,656.0,0
34.9,49324.39,0.497,0.416,50,94.17,contract,master,rural,desktop,1.54,553.4,0
63.1,34741.88,0.452,0.374,36,83.42,full_time,bachelor,suburban,mobile,0.86,537.4,0
42.2,21320.35,0.185,0.447,40,107.66,contract,high_school,urban,tablet,2.39,638.9,0
26.4,23986.31,0.388,0.436,43,80.66,contract,master,urban,mobile,1.57,595.8,0
18.0,30397.95,0.343,0.596,40,90.03,full_time,high_school,urban,mobile,3.6,589.8,1
29.8,70864.76,0.317,0.29,43,78.87,contract,bachelor,suburban,mobile,0.97,608.4,0
40.1,35400.25,0.307,0.234,38,123.72,contract,bachelor,urban,mobile,0.14,656.4,0
67.0,51436.67,0.443,0.297,39,68.23,unemployed,bachelor,rural,mobile,4.46,569.0,0
64.3,67307.79,0.391,0.194,39,114.96,full_time,high_school,urban,mobile,3.2,601.0,0
29.6,38332.35,0.445,0.371,38,25.76,contract,high_school,urban,mobile,4.51,564.5,0
26.7,31631.08,0.35,0.23,43,58.4,unemployed,bachelor,suburban,mobile,3.55,608.7,0
42.9,51243.12,0.192,0.262,43,100.13,full_time,bachelor,suburban,mobile,2.48,618.6,0
49.1,64265.16,0.08,0.397,48,79.25,self_employed,high_school,urban,desktop,0.91,679.5,0
62.6,17383.65,0.163,0.472,44,111.09,full_time,master,suburban,mobile,0.48,644.0,0
41.0,33840.35,0.331,0.456,33,78.93,full_time,master,urban,mobile,4.88,591.6,0
33.3,61994.25,0.592,0.532,44,146.89,full_time,high_school,urban,desktop,1.56,524.1,0
56.2,16728.19,0.47,0.601,46,101.71,full_time,high_school,urban,mobile,0.69,523.2,0
43.5,33942.74,0.33,0.231,46,120.11,full_time,bachelor,suburban,mobile,10.48,608.9,0
51.9,19113.83,0.334,0.583,45,41.91,full_time,high_school,suburban,desktop,1.04,531.1,0
59.5,59304.09,0.0,0.451,44,49.98,full_time,bachelor,rural,mobile,2.45,622.3,0
48.1,33881.16,0.403,0.445,48,120.18,contract,bachelor,urban,mobile,0.05,607.8,0
49.6,70570.61,0.553,0.336,38,101.58,unemployed,bachelor,urban,mobile,0.28,581.6,0
48.7,54417.69,0.472,0.33,29,120.37,full_time,high_school,rural,mobile,1.43,596.0,0
46.3,42749.61,0.61,0.651,35,73.17,full_time,bachelor,urban,mobile,2.16,486.1,0
45.7,61407.65,0.233,0.346,42,28.03,full_time,high_school,urban,mobile,1.24,635.7,0
38.1,56236.13,0.426,0.206,43,88.54,full_time,high_school,rural,mobile,0.0,593.7,0
45.6,50226.37,0.12,0.654,48,11.75,full_time,bachelor,suburban,mobile,2.18,562.7,0
43.4,34348.96,0.308,0.142,37,73.47,contract,bachelor,rural,mobile,0.92,669.8,0
20.9,55016.41,0.224,0.323,41,102.98,full_time,bachelor,suburban,desktop,4.49,623.6,0
75.0,67156.32,0.376,0.358,36,29.35,full_time,bachelor,urban,tablet,0.92,594.6,0
34.5,28716.18,0.403,0.606,39,90.87,full_time,high_school,rural,mobile,1.45,560.2,0
42.6,21311.64,0.219,0.696,54,27.26,full_time,master,urban,mobile,1.49,608.8,0
31.4,49742.73,0.315,0.408,37,105.14,full_time,bachelor,urban,mobile,1.22,616.4,0
57.4,47321.66,0.159,0.301,36,155.92,full_time,bachelor,suburban,desktop,0.06,636.8,0
26.5,48699.87,0.534,0.293,40,147.45,contract,high_school,rural,desktop,11.05,563.0,0
70.4,52909.22,0.265,0.154,48,98.57,full_time,bachelor,urban,mobile,4.24,602.4,0
40.4,29646.55,0.251,0.556,45,110.99,full_time,master,suburban,mobile,1.0,610.8,0
43.3,41124.89,0.437,0.541,41,74.37,self_employed,high_school,rural,tablet,2.82,551.3,0
38.1,73134.31,0.268,0.508,43,82.89,full_time,bachelor,suburban,mobile,3.75,638.8,0
62.2,52289.75,0.301,0.427,41,81.75,full_time,high_school,urban,mobile,2.12,591.6,0
41.8,21540.26,0.302,0.379,44,42.82,self_employed,high_school,rural,mobile,0.2,579.0,0
44.5,56708.19,0.19,0.372,39,99.27,self_employed,bachelor,urban,mobile,4.49,604.1,0
52.4,29811.43,0.005,0.345,38,105.81,self_employed,master,suburban,mobile,1.04,709.5,0
49.7,16283.91,0.325,0.336,39,104.68,full_time,bachelor,urban,mobile,5.93,573.9,0
41.1,73834.55,0.282,0.327,33,89.77,full_time,bachelor,urban,desktop,2.02,617.6,0
40.4,53489.23,0.084,0.433,37,146.69,full_time,phd,urban,desktop,1.03,622.0,0
36.5,16943.64,0.122,0.249,44,67.94,full_time,master,urban,mobile,0.08,698.4,0
50.7,15719.65,0.744,0.906,66,130.79,self_employed,master,suburban,mobile,8.41,429.1,1
45.2,26107.33,0.312,0.56,33,125.01,full_time,bachelor,rural,mobile,0.37,581.2,0
30.0,6815.78,0.659,0.506,80,135.22,full_time,bachelor,suburban,mobile,26.89,410.7,1
19.8,30814.89,0.227,0.553,44,89.9,full_time,bachelor,urban,mobile,0.94,575.0,1
65.4,15166.6,0.254,0.546,53,62.48,full_time,master,urban,mobile,5.8,573.3,0
22.4,29706.66,0.509,0.704,81,153.97,self_employed,high_school,urban,mobile,7.36,462.1,1
56.5,26050.13,0.161,0.131,38,62.95,full_time,master,rural,desktop,6.59,630.9,0
37.6,55493.04,0.516,0.254,33,89.95,full_time,master,suburban,mobile,0.57,591.5,0
64.3,111913.1,0.32,0.209,44,159.28,full_time,high_school,rural,mobile,2.53,661.4,0
33.0,40295.1,0.3,0.16,50,69.86,contract,high_school,urban,mobile,0.83,638.9,0
33.8,34299.7,0.455,0.174,50,40.71,full_time,bachelor,urban,desktop,0.91,578.5,0
59.7,37728.95,0.488,0.162,41,144.78,self_employed,bachelor,urban,desktop,1.14,591.1,0
57.4,42010.15,0.458,0.559,42,31.54,full_time,master,urban,mobile,8.2,502.3,0
43.7,24152.69,0.456,0.738,41,129.02,full_time,high_school,urban,desktop,10.45,487.4,0
40.5,48163.64,0.589,0.673,51,67.6,full_time,bachelor,rural,mobile,3.58,485.6,1
48.0,23916.88,0.0,0.51,52,84.44,full_time,bachelor,suburban,mobile,3.99,652.2,0
43.0,25482.21,0.585,0.51,62,155.67,self_employed,master,suburban,desktop,9.12,486.4,0
36.2,60646.11,0.462,0.084,50,87.7,full_time,master,rural,desktop,1.26,628.2,0
44.2,48744.14,0.284,0.26,39,118.86,full_time,master,urban,mobile,1.75,655.3,0
67.4,35945.01,0.376,0.438,43,97.84,full_time,bachelor,urban,mobile,0.11,587.8,0
26.1,23307.97,0.323,0.672,35,93.47,self_employed,high_school,urban,mobile,1.56,546.0,0
42.6,24333.25,0.115,0.662,44,98.93,full_time,bachelor,suburban,desktop,1.25,603.0,0
54.2,74753.61,0.31,0.499,44,72.57,full_time,high_school,urban,mobile,1.55,556.0,0
28.8,18206.79,0.659,0.791,65,130.33,full_time,master,urban,mobile,13.45,425.7,1
44.4,58577.9,0.346,0.265,47,146.07,full_time,master,urban,mobile,4.11,580.4,0
53.5,91192.81,0.358,0.112,33,111.97,full_time,high_school,urban,desktop,1.63,643.9,1
34.4,36009.25,0.192,0.315,43,30.7,full_time,bachelor,rural,mobile,3.19,643.2,0
47.7,53586.31,0.188,0.346,46,45.83,full_time,high_school,suburban,desktop,1.06,624.3,0
27.5,44221.28,0.411,0.596,34,47.85,full_time,bachelor,suburban,mobile,2.28,531.3,0
43.2,13170.93,0.364,0.295,44,32.59,full_time,master,urban,desktop,0.72,591.3,0
59.7,45328.68,0.198,0.034,34,71.35,full_time,bachelor,suburban,mobile,3.56,720.1,0
44.7,108445.11,0.447,0.529,40,104.16,full_time,high_school,urban,mobile,0.99,538.8,0
40.2,17663.06,0.391,0.525,31,117.07,full_time,bachelor,urban,mobile,2.57,551.7,0
34.9,36020.63,0.065,0.421,55,107.22,full_time,bachelor,suburban,mobile,1.13,669.5,0
59.9,38904.92,0.105,0.161,46,94.93,full_time,phd,urban,mobile,3.17,667.5,0
35.9,35105.75,0.098,0.445,55,140.34,full_time,master,suburban,tablet,0.91,625.4,0
40.1,57794.2,0.152,0.246,36,91.25,full_time,master,rural,mobile,7.0,648.0,0
40.1,17755.1,0.048,0.49,47,147.72,unemployed,master,suburban,desktop,0.55,628.5,0
50.5,38144.66,0.548,0.795,37,108.38,contract,master,urban,mobile,1.0,468.0,0
57.6,30357.09,0.488,0.368,40,57.75,self_employed,high_school,rural,desktop,0.28,531.7,0
53.9,24194.04,0.148,0.504,35,111.94,full_time,high_school,suburban,mobile,0.22,614.7,0
55.1,24187.12,0.533,0.642,52,184.61,self_employed,high_school,urban,mobile,29.63,397.3,1
36.3,32446.43,0.244,0.53,36,130.01,full_time,bachelor,suburban,mobile,1.56,608.0,0
38.2,44285.43,0.262,0.848,39,56.7,full_time,high_school,suburban,desktop,2.46,523.7,0
46.2,36153.96,0.31,0.702,57,158.01,self_employed,high_school,urban,mobile,0.53,529.5,0
55.4,55037.85,0.124,0.694,39,134.24,full_time,bachelor,urban,desktop,0.21,606.4,0
54.3,22570.06,0.195,0.515,39,140.29,full_time,master,rural,tablet,1.73,591.7,0
50.6,31110.4,0.616,0.177,45,94.03,full_time,high_school,urban,tablet,2.57,551.7,0
61.8,55554.28,0.21,0.184,52,166.85,full_time,master,urban,desktop,1.84,621.1,0
32.6,42167.67,0.242,0.477,38,113.24,full_time,bachelor,suburban,tablet,2.32,582.9,0
50.4,91095.32,0.117,0.149,46,108.93,full_time,high_school,urban,mobile,0.68,722.7,0
59.5,44851.26,0.407,0.506,35,64.94,self_employed,high_school,suburban,desktop,7.42,514.9,0
42.1,33897.47,0.55,0.0,40,149.75,contract,high_school,suburban,mobile,4.71,621.6,0
58.8,26042.33,0.389,0.159,24,149.37,self_employed,bachelor,suburban,mobile,4.02,593.6,0
43.1,59568.82,0.329,0.365,29,134.4,self_employed,bachelor,suburban,mobile,5.04,590.0,0
30.5,51540.12,0.213,0.633,32,158.71,full_time,bachelor,urban,mobile,0.57,601.6,0
44.1,112187.6,0.347,0.428,32,113.87,full_time,bachelor,suburban,desktop,0.26,588.5,0
51.3,64166.93,0.363,0.292,39,45.58,full_time,phd,urban,mobile,2.39,594.2,0
45.3,45060.74,0.258,0.137,41,44.07,full_time,master,suburban,mobile,2.43,628.9,0
37.6,29565.44,0.318,0.575,43,33.86,self_employed,master,suburban,desktop,0.06,568.2,0
18.0,33617.15,0.575,0.257,40,97.58,full_time,phd,urban,desktop,0.82,567.3,1
28.1,31104.92,0.305,0.624,39,95.4,full_time,bachelor,urban,mobile,0.81,548.8,0
41.0,49260.67,0.379,0.304,37,10.0,contract,bachelor,suburban,desktop,0.18,628.5,0
54.7,22265.18,0.34,0.316,45,45.25,full_time,bachelor,suburban,mobile,1.31,601.0,0
41.3,15035.06,0.19,0.297,42,59.68,full_time,master,urban,mobile,0.85,666.2,0
41.2,51443.36,0.209,0.525,39,143.36,self_employed,high_school,suburban,mobile,3.86,610.1,0
55.7,33393.74,0.34,0.405,39,75.33,full_time,high_school,rural,mobile,5.12,609.7,0
48.7,30440.46,0.265,0.091,62,101.94,contract,bachelor,urban,desktop,3.75,690.3,0
56.1,60760.37,0.356,0.547,45,95.36,full_time,master,urban,desktop,0.41,575.1,0
47.2,21639.08,0.387,0.355,46,65.48,contract,bachelor,urban,tablet,2.97,565.8,0
49.3,116668.91,0.023,0.436,51,106.15,full_time,master,urban,mobile,0.39,649.0,0
64.4,29076.36,0.129,0.578,41,45.22,self_employed,bachelor,urban,mobile,0.67,599.6,0
37.3,37239.09,0.33,0.177,41,132.33,full_time,bachelor,urban,mobile,1.66,615.1,0
37.1,35007.24,0.182,0.06,47,97.69,contract,high_school,rural,mobile,2.89,687.9,0
32.4,25216.11,0.245,0.416,57,109.61,full_time,bachelor,urban,desktop,0.01,633.7,0
27.0,42267.55,0.105,0.183,33,39.37,full_time,master,urban,mobile,2.42,671.8,0
45.9,45814.45,0.322,0.762,35,69.21,full_time,master,urban,mobile,0.65,542.3,0
30.2,43047.64,0.342,0.223,44,72.99,full_time,high_school,rural,desktop,0.1,635.9,0
56.1,60023.1,0.392,0.57,43,45.28,full_time,bachelor,rural,tablet,3.11,540.9,0
54.8,29452.88,0.118,0.581,27,152.12,full_time,bachelor,suburban,mobile,2.92,633.5,0
53.5,50281.81,0.417,0.359,45,102.79,full_time,master,urban,mobile,0.99,571.2,0
46.9,48256.95,0.219,0.105,50,41.34,unemployed,high_school,suburban,desktop,2.96,673.2,0
58.4,42992.27,0.391,0.318,39,111.85,self_employed,high_school,rural,mobile,1.47,586.3,0
37.7,26561.96,0.349,0.28,43,123.79,full_time,phd,rural,mobile,8.27,578.1,0
50.8,20943.61,0.251,0.422,42,59.3,contract,bachelor,urban,mobile,0.02,619.7,0
34.8,34290.4,0.278,0.42,26,157.74,full_time,high_school,suburban,desktop,0.87,638.1,0
37.9,38232.73,0.381,0.552,31,99.66,full_time,bachelor,suburban,mobile,0.23,551.0,0
54.9,59683.11,0.163,0.266,53,29.0,full_time,high_school,rural,mobile,1.25,655.1,0
46.3,30638.55,0.185,0.273,44,86.73,full_time,master,urban,desktop,2.34,637.3,0
41.3,22897.74,0.601,0.25,54,44.41,contract,bachelor,rural,desktop,0.06,554.4,0
37.0,22300.23,0.378,0.444,43,149.12,full_time,master,suburban,mobile,0.62,583.2,0
61.8,23395.53,0.329,0.45,43,96.79,contract,high_school,suburban,mobile,6.91,582.4,0
31.7,25374.77,0.252,0.448,56,118.02,full_time,high_school,rural,mobile,0.03,596.9,0
57.8,23964.24,0.154,0.475,41,147.44,full_time,bachelor,urban,desktop,4.66,618.2,0
59.7,35698.56,0.128,0.505,35,45.8,contract,master,suburban,mobile,5.75,624.5,0
40.7,54790.52,0.0,0.266,43,83.24,self_employed,bachelor,urban,tablet,3.92,701.0,0
52.3,32441.5,0.394,0.478,37,155.8,full_time,bachelor,urban,tablet,5.68,555.2,0
44.3,46873.41,0.701,0.38,35,83.25,self_employed,high_school,suburban,desktop,1.18,513.9,0
51.7,59507.49,0.327,0.407,44,99.39,full_time,high_school,urban,mobile,2.73,606.1,0
58.9,44813.49,0.496,0.5,39,60.82,contract,master,suburban,desktop,4.71,515.9,0
33.5,26939.22,0.273,0.478,50,156.41,unemployed,bachelor,suburban,desktop,0.58,573.8,0
57.6,39164.07,0.21,0.149,45,71.97,full_time,bachelor,suburban,mobile,2.67,659.2,0
30.2,54321.79,0.375,0.463,46,115.39,full_time,bachelor,urban,mobile,6.17,612.2,0
60.3,46120.92,0.145,0.155,42,127.06,full_time,bachelor,urban,mobile,2.96,663.4,0
39.0,93008.8,0.39,0.636,37,55.12,full_time,high_school,rural,desktop,5.77,539.1,0
52.9,21512.38,0.369,0.404,41,80.8,full_time,bachelor,suburban,mobile,2.54,593.5,1
43.5,28064.57,0.18,0.439,58,10.0,full_time,bachelor,urban,mobile,0.75,637.0,0
54.7,47523.33,0.257,0.412,39,78.85,full_time,bachelor,suburban,mobile,1.99,611.9,0
45.4,36653.3,0.236,0.384,50,58.12,full_time,high_school,urban,desktop,2.52,605.9,0
48.2,126882.18,0.409,0.373,42,97.17,contract,high_school,suburban,desktop,0.31,592.1,0
53.0,34643.85,0.421,0.254,28,67.15,full_time,bachelor,urban,desktop,0.9,580.3,0
55.1,35803.67,0.121,0.317,31,109.16,contract,bachelor,suburban,mobile,2.37,633.8,0
38.7,24443.04,0.136,0.336,53,108.17,full_time,bachelor,urban,desktop,3.49,595.4,0
44.0,47022.14,0.385,0.462,33,96.51,self_employed,master,urban,desktop,0.37,621.1,0
39.5,37675.75,0.219,0.5,35,46.09,full_time,bachelor,urban,mobile,0.67,604.8,0
37.4,50696.3,0.032,0.367,50,105.5,full_time,bachelor,suburban,mobile,7.94,655.8,0
52.2,53989.39,0.438,0.0,50,98.07,full_time,high_school,rural,mobile,6.7,605.3,0
70.5,40753.67,0.286,0.514,44,62.61,contract,high_school,urban,mobile,2.12,572.4,0
52.5,17268.86,0.39,0.622,52,89.05,full_time,master,urban,desktop,0.73,563.8,0
67.2,23689.77,0.384,0.703,48,142.84,full_time,master,urban,mobile,1.72,520.3,0
36.8,32223.77,0.381,0.628,44,112.26,full_time,bachelor,suburban,mobile,2.92,545.0,0
57.9,33925.14,0.466,0.181,42,82.67,full_time,high_school,urban,tablet,1.8,601.3,0
49.7,20888.61,0.273,0.438,45,74.61,self_employed,high_school,urban,desktop,0.13,615.1,0
31.7,57454.68,0.381,0.0,43,167.7,full_time,bachelor,urban,mobile,1.75,656.9,0
43.9,53121.68,0.458,0.506,48,132.29,full_time,high_school,suburban,desktop,0.44,562.5,0
46.4,65843.23,0.174,0.315,43,88.68,full_time,high_school,suburban,tablet,2.09,592.8,0
55.7,46003.23,0.386,0.294,50,41.53,full_time,bachelor,urban,mobile,2.13,605.3,0
26.6,35009.95,0.198,0.46,32,99.46,contract,high_school,suburban,mobile,0.1,621.3,0
40.2,38708.58,0.273,0.57,47,90.23,self_employed,bachelor,suburban,mobile,0.96,602.5,0
36.7,35252.69,0.279,0.47,48,101.49,self_employed,bachelor,urban,mobile,1.48,603.8,0
38.6,19176.45,0.315,0.244,43,121.94,contract,phd,suburban,desktop,0.29,642.8,0
39.1,21955.97,0.36,0.701,36,163.69,full_time,bachelor,urban,mobile,1.62,544.2,0
55.9,29869.73,0.213,0.38,54,90.04,full_time,high_school,urban,mobile,2.25,622.0,0
49.6,40517.66,0.154,0.339,38,42.41,self_employed,master,suburban,mobile,3.26,613.3,0
53.1,68634.16,0.32,0.13,45,62.62,unemployed,bachelor,urban,mobile,0.34,661.9,0
